Job Title,Job Location,Company,Estimate Base Salary,Low Estimate,High Estimate,Company Size,Company Type,Company Sector,Company Industry,Company Revenue,Company Rating,Company Friend Reccomendation,Companny Number of Rater,Company Career Opportinities,Compensation and Benefits,Company Culture and Values,Company Senior Management,Company Work Life Balance,State,python_yn,r_yn,sql_yn,java_yn,julia_yn,scala_yn,c_yn,c++_yn,javascript_yn,spark_yn,hadoop_yn,matlab_yn,sas_yn,git_yn,excel_yn,nosql_yn,aws_yn,mongodb_yn,cassandra_yn,hive_yn,bigml_yn,tableau_yn,powerbi_yn,nlp_yn,pytorch_yn,tensorflow_yn,mathematic_yn,statistic_yn
Data Analyst,Sydney,Aginic,87042,73000,105000,51 to 200 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,3.5,70.0,0.0,3.4,3.4,4.0,3.3,4.0,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,Aon,84429,68000,104000,10000+ Employees,Company - Public,Insurance,Insurance Agencies & Brokerages,$10+ billion (USD),3.9,79.0,2330.0,3.7,3.5,3.9,3.6,3.7,New South Wales,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Data Scientist,Sydney,Lion,89582,75000,107000,5001 to 10000 Employees,Company - Private,Manufacturing,Food & Beverage Manufacturing,$2 to $5 billion (USD),3.9,85.0,95.0,3.7,3.9,3.9,3.6,4.0,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
IT Support Analyst,Sydney,Give A Grad A Go,68000,68000,68000,1 to 50 Employees,Company - Private,Human Resources & Staffing,HR Consulting,$1 to $5 million (USD),4.8,95.0,17.0,4.6,4.5,4.7,4.7,4.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Technology Associate,Sydney,Infosys,72675,62000,85000,5001 to 10000 Employees,Company - Public,Information Technology,Information Technology Support Services,$10+ billion (USD),3.8,79.0,19272.0,3.8,3.0,4.0,3.5,3.7,New South Wales,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Sydney,Samsung Electronics,83427,58000,120000,1001 to 5000 Employees,Subsidiary or Business Segment,Information Technology,Computer Hardware Development,$10+ billion (USD),4.1,77.0,490.0,3.1,3.8,3.0,2.9,2.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Center Technician,Sydney,IBM,74174,69000,80000,10000+ Employees,Company - Public,Information Technology,Information Technology Support Services,$10+ billion (USD),4.0,74.0,52.0,4.0,3.5,4.1,3.6,4.1,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Australia,Indeed,212000,173000,251000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,Northern Territory,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Business Analyst,Darwin,RPS Group,80944,63000,104000,5001 to 10000 Employees,Company - Public,Management & Consulting,Business Consulting,$500 million to $1 billion (USD),3.4,62.0,574.0,3.8,3.4,3.8,3.6,3.9,Northern Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Site Manager,Darwin,QinetiQ,84025,78000,91000,1001 to 5000 Employees,Company - Private,Aerospace & Defence,Aerospace & Defence,$1 to $2 billion (USD),3.0,54.0,64.0,3.7,3.2,4.0,3.5,4.3,Northern Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mechanic,Australia,DAC Enterprises Pty Ltd,70000,60000,80000,10000+ Employees,Company - Public,Retail & Wholesale,Wholesale,$10+ billion (USD),3.3,58.0,504.0,3.3,3.6,3.2,3.0,2.7,Northern Territory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Senior Software Developer,Darwin,TekWissen LLC,136900,114000,164000,501 to 1000 Employees,Company - Private,Management & Consulting,Business Consulting,$50 to $100 million (USD),4.4,92.0,44.0,4.2,3.7,4.3,4.3,4.3,Northern Territory,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Principal Support Engineer,Alice Springs,Northrop Grumman UK,115000,92000,138000,10000+ Employees,Company - Public,Aerospace & Defence,Aerospace & Defence,$10+ billion (USD),4.0,81.0,1813.0,3.9,3.8,3.8,3.4,4.0,Northern Territory,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,Brisbane,Aurizon,128589,117000,141000,1001 to 5000 Employees,Company - Public,Transportation & Logistics,Taxi & Car Services,$2 to $5 billion (USD),3.7,74.0,47.0,3.4,4.1,3.4,3.1,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Technical Fellow, Job Seeker",Australia,Indeed,295000,241000,349000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Customer Relations Manager,Brisbane,Scout Talent North America,60640,58000,63000,51 to 200 Employees,Company - Private,Information Technology,Computer Hardware Development,$10 to $25 million (USD),4.2,87.0,12.0,4.1,4.0,4.4,4.3,4.3,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior BI Engineer,Brisbane,Michael Hill,99126,80000,123000,1001 to 5000 Employees,Company - Public,Retail & Wholesale,Beauty & Personal Accessories Stores,$100 to $500 million (USD),3.4,57.0,54.0,3.4,3.5,3.5,3.1,2.9,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Advisor,Brisbane,CSIRO,106500,102000,111000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Operations Engineer,Brisbane,Tabcorp,88701,79000,100000,1001 to 5000 Employees,Company - Public,"Arts, Entertainment & Recreation",Gambling & Betting,$2 to $5 billion (USD),3.8,55.0,1014.0,3.2,3.3,3.4,2.8,3.6,Queensland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Brisbane,GHD,108936,104000,114000,5001 to 10000 Employees,Company - Private,Management & Consulting,Business Consulting,$1 to $2 billion (USD),3.7,74.0,362.0,3.6,3.1,3.7,3.4,3.5,Queensland,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Strategy Manager,Brisbane,CSIRO,127500,117000,138000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Toowong,Auto & General Insurance,132288,125000,140000,1001 to 5000 Employees,Company - Private,Insurance,Insurance Carriers,$100 to $500 million (USD),2.9,40.0,4.0,3.2,3.0,3.1,2.6,3.2,Queensland,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Engineer,Brisbane,Deloitte,155662,142000,171000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Deloitte,80000,80000,80000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Specialist,Brisbane,Deloitte,69345,64000,75000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Training Specialist,Brisbane,Accenture,113958,89000,146000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Assistant,Herston,QIMR Berghofer Medical Research Institute,71623,68000,76000,501 to 1000 Employees,Government,Management & Consulting,Research & Development,Unknown / Non-Applicable,3.2,48.0,0.0,2.5,3.2,2.7,2.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Software Developer,Brisbane,Amazon Support Services PtyLtd,196115,188000,205000,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),3.8,74.0,19407.0,3.9,3.9,3.7,3.5,3.4,Queensland,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Scientist,Brisbane,Super Retail Group,151176,122000,187000,10000+ Employees,Company - Private,Retail & Wholesale,Other Retail Shops,$1 to $2 billion (USD),4.2,65.0,35.0,3.4,3.6,4.0,3.6,4.1,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Senior Pilot,Gold Coast,City of Gold Coast,88371,86000,91000,1001 to 5000 Employees,Government,Government & Public Administration,National Services & Agencies,$1 to $2 billion (USD),3.8,94.0,8.0,3.4,3.6,4.1,3.7,4.6,Queensland,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education,Beerwah,Australia Zoo,64884,52000,81000,201 to 500 Employees,Company - Private,"Arts, Entertainment & Recreation",Culture & Entertainment,$50 to $100 million (USD),2.8,43.0,1.0,2.7,2.4,2.9,2.4,3.0,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Brisbane,Aginic,79404,65000,97000,51 to 200 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,3.5,70.0,0.0,3.4,3.4,4.0,3.3,4.0,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Brisbane,Wing,80932,66000,100000,51 to 200 Employees,Subsidiary or Business Segment,Media & Communication,Advertising & Public Relations,$10 to $25 million (USD),2.1,17.0,3.0,1.8,2.7,2.0,1.7,2.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst,Brisbane,Culture Kings,93247,87000,100000,501 to 1000 Employees,Company - Private,Retail & Wholesale,"Department, Clothing & Shoe Stores",Unknown / Non-Applicable,3.1,42.0,0.0,2.8,2.9,2.8,2.7,2.8,Queensland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
Technology Specialist,Brisbane,Accenture,81948,69000,97000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.6,67.0,1279.0,4.0,3.4,3.8,3.4,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Graduate Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Compliance Auditor,Brisbane,Ramsay Health Care,105000,105000,105000,10000+ Employees,Company - Public,Healthcare,Healthcare Services & Hospitals,$5 to $10 billion (USD),3.6,68.0,75.0,3.3,2.9,3.2,3.0,3.3,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Scientist,Brisbane,PepsiCo,131661,117000,149000,10000+ Employees,Company - Public,Manufacturing,Food & Beverage Manufacturing,$10+ billion (USD),3.9,78.0,2586.0,3.8,3.9,3.8,3.5,3.4,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Consultant,Brisbane,KJR,64807,50000,84000,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,2.0,5.0,5.0,5.0,5.0,5.0,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Risk Manager,Brisbane,Deloitte,103461,85000,127000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Specialist,Brisbane,Accenture,130976,115000,149000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,Queensland,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Specialist,Brisbane,Arrow Energy,87301,75000,102000,501 to 1000 Employees,Company - Private,"Energy, Mining, Utilities",Energy & Utilities,$100 to $500 million (USD),3.0,51.0,3.0,2.5,3.8,2.7,2.3,3.6,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Consultant,Brisbane,Capgemini Australia,66000,66000,66000,1001 to 5000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),4.1,87.0,16.0,4.0,3.4,4.2,3.8,4.1,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analytics Consultant,Brisbane,Emesent,111171,82000,151000,51 to 200 Employees,Company - Private,Aerospace & Defence,Aerospace & Defence,Unknown / Non-Applicable,3.9,84.0,7.0,4.4,4.2,4.6,4.2,4.5,Queensland,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Technology Specialist,Brisbane,Deloitte,69345,64000,75000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Student,Cairns,Ergon Energy,49198,40000,61000,1001 to 5000 Employees,Government,"Energy, Mining, Utilities",Energy & Utilities,$2 to $5 billion (USD),3.3,66.0,10.0,3.2,3.5,3.4,3.0,3.6,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brewer Trainee,Murarrie,Brewdog Plc,54690,53000,57000,1001 to 5000 Employees,Company - Private,Manufacturing,Food & Beverage Manufacturing,$100 to $500 million (USD),3.3,57.0,159.0,3.3,3.3,3.0,3.1,2.7,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Brisbane,Deloitte,95000,95000,95000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Market Analyst,Toowong,Auto & General Insurance,73075,60000,89000,1001 to 5000 Employees,Company - Private,Insurance,Insurance Carriers,$100 to $500 million (USD),2.9,40.0,4.0,3.2,3.0,3.1,2.6,3.2,Queensland,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
Scientific Advisor,Brisbane,SLR Consulting,63108,56000,71000,1001 to 5000 Employees,Company - Private,Management & Consulting,Business Consulting,$25 to $50 million (USD),3.7,74.0,35.0,3.7,3.4,4.1,3.5,3.8,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Brisbane,Profusion Group,200000,200000,200000,1 to 50 Employees,Company - Private,Finance,Investment & Asset Management,Less than $1 million (USD),4.9,100.0,4.0,4.2,4.9,4.9,4.9,4.7,Queensland,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Brisbane,Deloitte,81505,73000,91000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Data Engineer,Long Pocket,The University of Queensland,110715,106000,116000,5001 to 10000 Employees,College / University,Education,Colleges & Universities,$1 to $2 billion (USD),4.3,85.0,0.0,3.8,4.0,4.0,3.7,4.0,Queensland,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Product Specialist,Brisbane,Deloitte,139091,138000,141000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analyst,Brisbane,Virgin Australia,78307,70000,88000,5001 to 10000 Employees,Company - Private,Transportation & Logistics,"Airlines, Airports & Air Transportation",Unknown / Non-Applicable,3.8,73.0,18.0,3.3,3.5,3.6,3.1,3.3,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chemist,Eight Mile Plains,Bayer ANZ,85000,70000,100000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),4.1,86.0,1303.0,3.8,4.0,4.1,3.7,4.1,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Research Associate,Brisbane,Icon Group,92520,80000,107000,201 to 500 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,3.6,77.0,2.0,3.6,3.0,3.3,2.8,3.6,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Brisbane,Queensland Urban Utilities,130844,117000,146000,Unknown,Company - Private,"Energy, Mining, Utilities",Energy & Utilities,Unknown / Non-Applicable,3.3,54.0,2.0,3.1,3.3,3.1,2.7,3.7,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Geologist,Broadbeach,Anglo American,154417,144000,166000,1001 to 5000 Employees,Company - Public,"Energy, Mining, Utilities",Mining & Metals,$10+ billion (USD),4.2,89.0,2104.0,3.9,4.4,4.3,4.0,3.9,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planning Analyst,Brisbane,Virgin Australia,61631,59000,64000,5001 to 10000 Employees,Company - Private,Transportation & Logistics,"Airlines, Airports & Air Transportation",Unknown / Non-Applicable,3.8,73.0,18.0,3.3,3.5,3.6,3.1,3.3,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Manager,Brisbane,Deloitte,135220,124000,147000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compliance Officer,Strathpine,Moreton Bay Regional Council,84340,84000,84000,Unknown,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,2.7,29.0,2.0,2.0,2.8,2.2,2.3,3.3,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Scientist,Bowen Hills,Sullivan Nicolaides Pathology,84905,76000,95000,1001 to 5000 Employees,Subsidiary or Business Segment,Healthcare,Healthcare Services & Hospitals,Unknown / Non-Applicable,3.6,70.0,16.0,3.2,2.8,3.6,3.6,3.4,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Category Manager,Brisbane,Accenture,101544,88000,117000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Brisbane,RedEye,109202,90000,133000,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,4.5,86.0,9.0,4.1,4.2,4.5,4.1,4.3,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Machine Learning Engineer,Brisbane,KJR,85146,85000,85000,51 to 200 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,4.7,62.0,2.0,5.0,5.0,5.0,5.0,5.0,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Platform Engineer,Fortitude Valley,Ingram Micro,96052,85000,108000,10000+ Employees,Company - Private,Information Technology,Computer Hardware Development,$10+ billion (USD),3.8,78.0,1200.0,3.6,3.6,3.9,3.6,3.7,Queensland,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Software Engineer,Brisbane,Splunk,148664,139000,159000,5001 to 10000 Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$2 to $5 billion (USD),4.1,79.0,59.0,3.8,4.3,4.2,3.7,4.1,Queensland,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lab Assistant,East Brisbane,IDEXX,51997,49000,55000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3.6,69.0,185.0,3.3,3.7,3.5,3.0,3.3,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Coolangatta,NRMA Motoring & Services,111388,104000,119000,501 to 1000 Employees,Company - Private,Restaurants & Food Service,Restaurants & Cafes,$500 million to $1 billion (USD),2.5,37.0,0.0,2.1,3.0,2.7,2.1,3.0,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Research Assistant,Brisbane,Queensland University of Technology,85319,82000,89000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),4.2,88.0,85.0,3.6,3.9,3.8,3.5,3.8,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Assistant Trainer,Burleigh Heads,Australian Paramedical College (APC),60197,49000,74000,51 to 200 Employees,College / University,Education,Colleges & Universities,Unknown / Non-Applicable,4.4,84.0,0.0,3.7,3.7,4.1,4.3,3.9,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Civil Engineer,Helensvale,Fuse Recruitment,155000,150000,160000,51 to 200 Employees,Company - Private,Human Resources & Staffing,"Staffing, Recruitment & Subcontracting",Unknown / Non-Applicable,4.5,69.0,4.0,4.1,3.9,3.9,3.9,4.1,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Brisbane,CSIRO,89862,87000,93000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,Queensland,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Simulation Engineer,Brisbane,BHP,141863,115000,175000,10000+ Employees,Company - Private,"Energy, Mining, Utilities",Mining & Metals,$10+ billion (USD),4.0,81.0,384.0,3.6,4.2,3.9,3.4,3.9,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Operations Engineer,Brisbane,Tabcorp,88701,79000,100000,1001 to 5000 Employees,Company - Public,"Arts, Entertainment & Recreation",Gambling & Betting,$2 to $5 billion (USD),3.4,61.0,126.0,3.2,3.3,3.4,2.8,3.6,Queensland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Amazon Support Services PtyLtd,138636,124000,155000,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),3.8,74.0,19407.0,3.9,3.9,3.7,3.5,3.4,Queensland,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Applications Engineer,Brisbane,CSIRO,92500,87000,98000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,Queensland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clinical Laboratory Scientist,East Brisbane,IDEXX,77218,65000,92000,10000+ Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3.6,69.0,185.0,3.3,3.7,3.5,3.0,3.3,Queensland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Brisbane,Amazon Support Services PtyLtd,138636,124000,155000,1001 to 5000 Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),3.8,74.0,19407.0,3.9,3.9,3.7,3.5,3.4,Queensland,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
