Job Title,Job Location,Company,Estimate Base Salary,Low Estimate,High Estimate,Company Size,Company Type,Company Sector,Company Industry,Company Revenue,Company Rating,Company Friend Reccomendation,Companny Number of Rater,Company Career Opportinities,Compensation and Benefits,Company Culture and Values,Company Senior Management,Company Work Life Balance,State,python_yn,r_yn,sql_yn,java_yn,julia_yn,scala_yn,c_yn,c++_yn,javascript_yn,spark_yn,hadoop_yn,matlab_yn,sas_yn,git_yn,excel_yn,nosql_yn,aws_yn,mongodb_yn,cassandra_yn,hive_yn,bigml_yn,tableau_yn,powerbi_yn,nlp_yn,pytorch_yn,tensorflow_yn,mathematic_yn,statistic_yn
Graduate Consultant,Melbourne,Grant Thornton Australia,69825,65000,76000,5001 to 10000 Employees,Company - Private,Finance,Accounting & Tax,$100 to $500 million (USD),3.9,79.0,752.0,4.0,3.4,3.9,3.6,3.3,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director Data Scientist,Melbourne,Culture Amp,104554,99000,110000,501 to 1000 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,4.1,80.0,100.0,4.1,4.0,4.3,4.1,4.3,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Melbourne,University of Melbourne,120568,110000,131000,5001 to 10000 Employees,College / University,Education,Colleges & Universities,$2 to $5 billion (USD),4.3,89.0,129.0,3.6,4.0,4.0,3.5,4.2,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,Hawthorn East,Coles Supermarkets,118481,100000,140000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,Grocery Stores,$10+ billion (USD),3.7,75.0,274.0,3.3,3.2,3.3,3.0,3.3,Victoria,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Data Manager,Melbourne,Murdoch Childrens Research Institute,143113,113000,181000,1001 to 5000 Employees,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",$50 to $100 million (USD),4.2,72.0,0.0,3.9,3.8,4.2,3.5,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Data Scientist,Melbourne,AGL Energy,113944,100000,130000,1001 to 5000 Employees,Company - Public,"Energy, Mining, Utilities",Energy & Utilities,$1 to $2 billion (USD),3.3,59.0,39.0,3.1,3.4,3.3,2.7,3.9,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Engineer,Melbourne,PageUp People,111982,95000,132000,201 to 500 Employees,Company - Private,Information Technology,Enterprise Software & Network Solutions,$25 to $50 million (USD),4.0,71.0,21.0,3.3,3.0,3.8,3.4,3.8,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Support Specialist,Southbank,Defence Services,113842,108000,120000,501 to 1000 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,4.5,92.0,13.0,3.9,4.0,4.5,4.1,4.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Analyst,Docklands,Transurban,141421,125000,160000,201 to 500 Employees,Company - Public,Transportation & Logistics,Taxi & Car Services,$1 to $2 billion (USD),3.8,79.0,80.0,3.5,3.9,3.9,3.7,4.2,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assistant,Melbourne,CSIRO,92500,87000,98000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Consultant,Melbourne,DXC Technology,102791,72000,147000,5001 to 10000 Employees,Company - Public,Information Technology,Information Technology Support Services,$1 to $2 billion (USD),3.6,69.0,5469.0,3.4,3.1,3.6,3.3,3.8,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Melbourne,Xero,104523,95000,115000,1001 to 5000 Employees,Company - Public,Information Technology,Computer Hardware Development,$100 to $500 million (USD),4.2,87.0,357.0,3.9,3.8,4.5,3.8,4.6,Victoria,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Specialist Manager,Braeside,Toll Global Express,64092,53000,78000,10000+ Employees,Company - Public,Transportation & Logistics,Taxi & Car Services,$5 to $10 billion (USD),3.5,63.0,97.0,3.3,3.1,3.3,3.1,3.4,Victoria,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Analyst,Melbourne,ANZ Banking Group,95917,80000,115000,10000+ Employees,Company - Public,Finance,Banking & Lending,Unknown / Non-Applicable,3.9,80.0,2339.0,3.9,3.7,4.1,3.7,4.0,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Software Engineer,Australia,Indeed,183000,149000,217000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,Victoria,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,TabCorp Holdings,91378,85000,99000,1001 to 5000 Employees,Company - Public,"Arts, Entertainment & Recreation",Gambling & Betting,$2 to $5 billion (USD),3.8,55.0,1014.0,3.2,3.3,3.4,2.8,3.6,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Data Analyst,Melbourne,Equity Trustees,88625,80000,97000,1001 to 5000 Employees,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",$50 to $100 million (USD),4.2,72.0,0.0,3.9,3.8,4.2,3.5,3.5,Victoria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Specialist,Melbourne,JLL,70378,61000,81000,10000+ Employees,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD),3.9,80.0,2339.0,3.7,3.5,3.9,3.5,3.6,Victoria,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Melbourne,TabCorp Holdings,91378,85000,99000,1001 to 5000 Employees,Company - Public,"Arts, Entertainment & Recreation",Gambling & Betting,$2 to $5 billion (USD),3.4,61.0,126.0,3.2,3.3,3.4,2.8,3.6,Victoria,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Software Engineer,Australia,Indeed,183000,149000,217000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,New South Wales,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Engineer,Sydney,Commonwealth Bank,144914,120000,175000,10000+ Employees,Company - Public,Finance,Banking & Lending,$5 to $10 billion (USD),4.1,85.0,1603.0,4.0,3.8,4.1,3.7,4.0,New South Wales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Center Technician,Sydney,IBM,74174,69000,80000,10000+ Employees,Company - Public,Information Technology,Information Technology Support Services,$10+ billion (USD),4.1,84.0,9121.0,4.0,3.5,4.1,3.6,4.1,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,VGW,149287,134000,167000,501 to 1000 Employees,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,4.0,77.0,80.0,3.9,3.9,4.1,3.8,4.2,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"Technical Fellow, Job Seeker",Australia,Indeed,295000,241000,349000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,PLAYGROUND XYZ,122107,107000,140000,51 to 200 Employees,Company - Private,Media & Communication,Advertising & Public Relations,$25 to $50 million (USD),4.7,93.0,0.0,4.8,4.5,4.9,4.7,4.7,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Analyst,Sydney,Commonwealth Bank,102762,88000,120000,10000+ Employees,Company - Public,Finance,Banking & Lending,$5 to $10 billion (USD),4.1,85.0,1603.0,4.0,3.8,4.1,3.7,4.0,New South Wales,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Machine Learning Engineer,Sydney,Deloitte,99800,80000,125000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Product Manager,Sydney,Indeed,209000,171000,247000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Software Engineer,Australia,Indeed,212000,173000,251000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,New South Wales,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Graduate Environmental Engineer,Wollongong,Cardno,103327,94000,114000,5001 to 10000 Employees,Company - Public,"Construction, Repair & Maintenance Services",Architectural & Engineering Services,$500 million to $1 billion (USD),3.4,69.0,69.0,3.3,3.2,3.5,3.2,3.5,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Sydney,AMP Limited,155763,140000,173000,5001 to 10000 Employees,Company - Public,Finance,Investment & Asset Management,$5 to $10 billion (USD),3.3,54.0,5.0,3.0,3.1,3.2,2.7,3.9,New South Wales,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,Optus,149288,132000,169000,5001 to 10000 Employees,Subsidiary or Business Segment,Telecommunications,"Cable, Internet & Telephone Providers",$2 to $5 billion (USD),3.8,77.0,274.0,3.5,3.6,3.8,3.2,3.7,New South Wales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Data Scientist,Sydney,Kaplan Australia,120181,100000,144000,10000+ Employees,Subsidiary or Business Segment,Education,Education Support & Training Services,$2 to $5 billion (USD),3.6,61.0,241.0,3.2,3.2,3.6,3.3,3.6,New South Wales,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Technical Product Manager,Sydney,Indeed,151000,123000,179000,5001 to 10000 Employees,Company - Private,Information Technology,Internet & Web Services,$2 to $5 billion (USD),4.4,90.0,1020.0,4.1,4.3,4.5,4.1,4.5,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
Systems Administrator,North Sydney,Rotor Studios,94107,66000,122000,51 to 200 Employees,Company - Private,Media & Communication,Publishing,Unknown / Non-Applicable,3.9,74.0,18.0,3.8,3.7,4.0,3.7,3.8,New South Wales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Center Technician,Sydney,Oracle,67528,60000,76000,10000+ Employees,Company - Public,Information Technology,Enterprise Software & Network Solutions,$10+ billion (USD),3.9,79.0,6946.0,3.7,3.5,3.8,3.6,4.0,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate IT Support Analyst,Sydney,Give A Grad A Go,68000,68000,68000,1 to 50 Employees,Company - Private,Human Resources & Staffing,HR Consulting,$1 to $5 million (USD),4.8,95.0,17.0,4.6,4.5,4.7,4.7,4.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Compliance Officer,Newcastle,University of Newcastle,86983,83000,91000,5001 to 10000 Employees,College / University,Education,Colleges & Universities,$500 million to $1 billion (USD),4.2,85.0,33.0,3.8,3.9,4.2,3.7,4.1,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Technology Associate,Sydney,Infosys,72675,62000,85000,5001 to 10000 Employees,Company - Public,Information Technology,Information Technology Support Services,$10+ billion (USD),3.8,79.0,19272.0,3.8,3.0,4.0,3.5,3.7,New South Wales,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Medical Laboratory Scientist,Lake Illawarra,Southern NSW Local Health District,80543,66000,95000,1001 to 5000 Employees,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.6,76.0,62.0,3.6,3.4,3.3,3.0,3.3,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Manager,Sydney,Southern NSW Local Health District,89295,76000,102000,1001 to 5000 Employees,Government,Government & Public Administration,National Services & Agencies,Unknown / Non-Applicable,3.6,76.0,62.0,3.6,3.4,3.3,3.0,3.3,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior IT Support Analyst,Sydney,Give A Grad A Go,68000,68000,68000,1 to 50 Employees,Company - Private,Human Resources & Staffing,HR Consulting,$1 to $5 million (USD),4.8,95.0,17.0,4.6,4.5,4.7,4.7,4.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Summer Consultant,Sydney,Deloitte,80200,67000,96000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Analyst,Sydney,BizCover,102470,100000,105000,51 to 200 Employees,Company - Private,Insurance,Insurance Agencies & Brokerages,Unknown / Non-Applicable,4.1,80.0,20.0,4.0,3.8,4.3,3.9,4.3,New South Wales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Support Analyst,Sydney,Give A Grad A Go,68000,68000,68000,1 to 50 Employees,Company - Private,Human Resources & Staffing,HR Consulting,$1 to $5 million (USD),4.8,95.0,17.0,4.6,4.5,4.7,4.7,4.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,Alinta Energy,142845,120000,171000,Unknown,Company - Private,"Energy, Mining, Utilities",Energy & Utilities,Unknown / Non-Applicable,4.1,75.0,63.0,3.8,3.7,3.9,3.8,3.9,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Engineer,Sydney,Give A Grad A Go,68000,68000,68000,1 to 50 Employees,Company - Private,Human Resources & Staffing,HR Consulting,$1 to $5 million (USD),4.8,95.0,17.0,4.6,4.5,4.7,4.7,4.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IT Support Analyst,Sydney,Give A Grad A Go,68000,68000,68000,1 to 50 Employees,Company - Private,Human Resources & Staffing,HR Consulting,$1 to $5 million (USD),4.8,95.0,17.0,4.6,4.5,4.7,4.7,4.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Sydney,Accenture,107108,90000,127000,10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$10+ billion (USD),3.9,76.0,245.0,4.0,3.4,3.8,3.4,3.2,New South Wales,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
Risk Manager,Sydney,Deloitte,79111,74000,85000,10000+ Employees,Company - Private,Finance,Accounting & Tax,$10+ billion (USD),4.0,82.0,10725.0,4.1,3.6,4.0,3.7,3.2,New South Wales,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
Data Scientist,Sydney,APRA - Australian Prudential Regulation Authority,129075,116000,144000,501 to 1000 Employees,Government,Government & Public Administration,National Services & Agencies,$100 to $500 million (USD),3.8,56.0,0.0,2.9,3.6,3.7,3.4,4.4,New South Wales,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Business Analyst,Sydney,Samsung Electronics,83427,58000,120000,1001 to 5000 Employees,Subsidiary or Business Segment,Information Technology,Computer Hardware Development,$10+ billion (USD),3.4,57.0,108.0,3.1,3.8,3.0,2.9,2.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,North Shore,UGL Limited,116841,97000,141000,5001 to 10000 Employees,Subsidiary or Business Segment,"Construction, Repair & Maintenance Services",Construction,Unknown / Non-Applicable,3.8,79.0,52.0,3.5,3.6,3.5,3.2,3.4,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Assistant,Sydney,University of New South Wales,99348,94000,105000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,Unknown / Non-Applicable,4.2,89.0,0.0,3.7,4.2,4.1,3.8,4.2,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junior Trader,Wollongong,Tibra Capital,115000,115000,115000,1 to 50 Employees,Company - Private,Finance,Investment & Asset Management,Unknown / Non-Applicable,3.1,38.0,15.0,2.7,2.8,2.5,2.4,2.7,New South Wales,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Data Scientist,Sydney,Australian Prudential Regulation Authority (APRA),129075,116000,144000,501 to 1000 Employees,Government,Government & Public Administration,National Services & Agencies,$100 to $500 million (USD),3.8,56.0,0.0,2.9,3.6,3.7,3.4,4.4,New South Wales,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Data Scientist,Sydney,Downer Group,156205,153000,160000,10000+ Employees,Company - Public,"Construction, Repair & Maintenance Services",Architectural & Engineering Services,$5 to $10 billion (USD),3.7,73.0,219.0,3.5,3.2,3.4,3.1,3.3,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Data Scientist,Sydney,Aon,84429,68000,104000,10000+ Employees,Company - Public,Insurance,Insurance Agencies & Brokerages,$10+ billion (USD),3.6,68.0,1163.0,3.7,3.5,3.9,3.6,3.7,New South Wales,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
Data Engineer,Sydney,GenesisCare,107238,100000,115000,5001 to 10000 Employees,Company - Private,Healthcare,Healthcare Services & Hospitals,Unknown / Non-Applicable,3.0,46.0,50.0,3.2,3.0,3.0,2.6,2.7,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,Lion,89582,75000,107000,5001 to 10000 Employees,Company - Private,Manufacturing,Food & Beverage Manufacturing,$2 to $5 billion (USD),4.3,90.0,2293.0,3.7,3.9,3.9,3.6,4.0,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Compliance Analyst,Darlinghurst,WooliesX,97417,73000,130000,10000+ Employees,Company - Public,Retail & Wholesale,Grocery Stores,$10+ billion (USD),3.5,60.0,134.0,3.4,3.3,3.4,3.1,3.5,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Salesforce Developer,Sydney,Greenpeace Australia Pacific,88171,88000,88000,1001 to 5000 Employees,Non-profit Organisation,Non-profit & NGO,"Civic, Welfare & Social Services",Unknown / Non-Applicable,4.0,73.0,138.0,3.3,3.4,4.0,3.3,3.7,New South Wales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Research Assistant,Sydney,University of New South Wales,102500,98000,107000,1001 to 5000 Employees,College / University,Education,Colleges & Universities,Unknown / Non-Applicable,4.2,89.0,0.0,3.7,4.2,4.1,3.8,4.2,New South Wales,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Content Specialist,Sydney,Bupa,102470,70000,150000,10000+ Employees,Company - Private,Healthcare,Healthcare Services & Hospitals,$5 to $10 billion (USD),3.7,71.0,100.0,3.4,3.4,3.7,3.3,3.7,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Paddington,Nissan,128452,110000,150000,10000+ Employees,Subsidiary or Business Segment,Manufacturing,Transportation Equipment Manufacturing,$5 to $10 billion (USD),3.6,73.0,150.0,3.4,3.7,3.3,3.1,3.1,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Data Analyst,Sydney,Accedo,97734,78000,123000,501 to 1000 Employees,Company - Private,Information Technology,Information Technology Support Services,$50 to $100 million (USD),4.4,92.0,84.0,3.9,3.7,4.3,3.8,4.3,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Data Scientist,Sydney,MALTEM Australia,170000,170000,170000,1001 to 5000 Employees,Company - Private,Management & Consulting,Business Consulting,$50 to $100 million (USD),3.8,76.0,52.0,3.9,3.7,3.6,3.6,3.9,New South Wales,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Data Scientist,Bella Vista,Big W,105365,88000,126000,10000+ Employees,Subsidiary or Business Segment,Retail & Wholesale,"Department, Clothing & Shoe Stores",$2 to $5 billion (USD),3.7,70.0,138.0,3.0,3.3,3.4,3.2,3.7,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Sydney,Hearts & Science,50400,40000,64000,1001 to 5000 Employees,Company - Public,Media & Communication,Advertising & Public Relations,$2 to $5 billion (USD),3.4,53.0,25.0,3.4,3.1,3.5,3.1,2.9,New South Wales,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Research Fellow,Sydney,CSIRO,90951,88000,94000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,New South Wales,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,Nearmap,134360,101000,179000,201 to 500 Employees,Company - Public,Information Technology,Computer Hardware Development,Unknown / Non-Applicable,3.7,65.0,98.0,3.6,3.7,3.7,3.5,4.0,New South Wales,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Graduate Research Fellow,Sydney,CSIRO,90951,88000,94000,5001 to 10000 Employees,Government,Government & Public Administration,National Services & Agencies,$500 million to $1 billion (USD),3.8,68.0,145.0,3.4,3.4,3.5,3.0,4.1,New South Wales,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graduate Data Scientist,North Shore,UGL Limited,116841,97000,141000,5001 to 10000 Employees,Subsidiary or Business Segment,"Construction, Repair & Maintenance Services",Construction,Unknown / Non-Applicable,3.8,79.0,52.0,3.5,3.6,3.5,3.2,3.4,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Risk Analyst,Sydney,ANZ Banking Group,93374,87000,100000,10000+ Employees,Company - Public,Finance,Banking & Lending,Unknown / Non-Applicable,4.1,85.0,1596.0,3.9,3.7,4.1,3.7,4.0,New South Wales,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Research Analyst,Sydney,Aon,70569,62000,80000,10000+ Employees,Company - Public,Insurance,Insurance Agencies & Brokerages,$10+ billion (USD),3.9,79.0,2330.0,3.7,3.5,3.9,3.6,3.7,New South Wales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Sydney,AMP Limited,155763,140000,173000,5001 to 10000 Employees,Company - Public,Finance,Investment & Asset Management,$5 to $10 billion (USD),4.1,85.0,1603.0,3.0,3.1,3.2,2.7,3.9,New South Wales,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist,Sydney,Aon,84429,68000,104000,10000+ Employees,Company - Public,Insurance,Insurance Agencies & Brokerages,$10+ billion (USD),4.3,87.0,3514.0,3.7,3.5,3.9,3.6,3.7,New South Wales,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1
QC Analyst,Sydney,Worldline,60448,58000,63000,10000+ Employees,Company - Private,Finance,Financial Transaction Processing,$5 to $10 billion (USD),3.6,76.0,229.0,3.5,3.1,3.5,3.2,3.9,New South Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analyst,Sydney,Optus,95247,72000,126000,5001 to 10000 Employees,Subsidiary or Business Segment,Telecommunications,"Cable, Internet & Telephone Providers",$2 to $5 billion (USD),3.8,77.0,274.0,3.5,3.6,3.8,3.2,3.7,New South Wales,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Junior BI Engineer,Sydney,Stockland,132761,122000,144000,1001 to 5000 Employees,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),4.0,81.0,57.0,3.7,3.5,4.2,3.9,4.2,New South Wales,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
